limit_bal,sex,education,marriage,age,pay_1,pay_2,bill_amt1,bill_amt2,pay_amt1,pay_amt2,default_payment_next_month,age_range,age_range_int,sum_pay,mean_bill,mean_pay_amt
100000,1,3.0,2.0,32,0,0,70003,31545,2035,2004,0,31-33,2,0,180209.0,9686.0
120000,1,1.0,1.0,34,-1,2,1082,632,0,1350,0,33-34,5,0,4414.0,1800.0
260000,2,1.0,2.0,58,1,-2,0,0,0,0,1,53-79,18,-9,0.0,0.0
200000,2,2.0,2.0,33,0,0,11253,12852,2000,1322,0,31-33,2,0,80871.0,11522.0
360000,2,2.0,2.0,28,-2,-2,0,0,0,0,1,27-28,7,-12,0.0,0.0
70000,2,2.0,2.0,36,0,0,68699,69120,4483,12496,0,35-37,13,0,265753.0,28247.0
460000,1,1.0,1.0,40,2,-1,171,2715,2728,0,1,38-40,10,-3,28039.0,27927.0
50000,2,1.0,2.0,26,-1,-1,1156,316,316,316,0,25-26,6,-6,2736.0,1896.0
50000,1,3.0,1.0,33,0,0,50859,50462,2007,2199,0,31-33,2,0,211791.0,7004.0
250000,2,2.0,1.0,31,0,0,103109,102594,4000,4500,0,30-31,1,0,604011.0,26900.0
30000,2,1.0,2.0,27,0,0,1512,2458,1000,664,0,26-27,11,-3,6448.0,3164.0
270000,1,2.0,1.0,44,0,0,127543,109189,10063,5162,0,43-46,15,-2,486594.0,144214.0
180000,2,3.0,2.0,30,0,0,163935,153152,7722,6091,0,29-30,4,0,760211.0,27192.0
100000,2,1.0,2.0,28,0,0,53494,52656,4173,3000,0,27-28,7,0,323182.0,20198.0
230000,2,3.0,1.0,32,0,0,195126,88743,5000,5000,0,31-33,2,0,667517.0,29000.0
210000,2,1.0,1.0,46,-1,-1,110346,41986,41986,21874,0,43-46,15,-6,211039.0,120470.0
210000,1,1.0,2.0,38,2,0,60502,62804,3276,2026,0,37-38,9,2,358970.0,13804.0
440000,2,2.0,1.0,46,0,0,180641,181557,8610,6907,0,43-46,15,0,828179.0,29746.0
100000,2,2.0,2.0,25,2,0,70896,71678,3472,2092,1,23-25,19,2,403638.0,13210.0
240000,2,2.0,1.0,46,0,0,8751,9900,1295,1000,0,43-46,15,0,56097.0,6295.0
280000,1,1.0,2.0,33,-1,-1,898,898,898,325,1,31-33,2,-6,-336259.0,347739.0
50000,2,2.0,2.0,22,1,-2,0,0,0,0,1,21-23,20,-9,0.0,0.0
30000,1,2.0,1.0,43,3,2,1700,2610,1100,0,0,41-43,14,13,12972.0,2000.0
10000,1,2.0,2.0,27,0,0,7015,10227,3507,0,1,26-27,11,2,56848.0,5470.0
130000,1,1.0,2.0,29,1,-2,0,0,0,0,0,28-29,3,-9,0.0,1500.0
200000,1,1.0,2.0,31,0,0,194353,197344,9000,7465,0,30-31,1,0,978958.0,36425.0
120000,2,2.0,1.0,29,-1,-1,1686,657,657,2319,0,28-29,3,-6,7765.0,8715.0
210000,2,2.0,1.0,36,0,0,143225,142996,6483,5082,0,35-37,13,0,858448.0,32709.0
280000,2,1.0,1.0,36,0,0,58983,60788,2755,3463,0,35-37,13,0,273640.0,11718.0
300000,1,1.0,2.0,34,1,-2,0,0,0,13001,1,33-34,5,-4,45400.0,32799.0
100000,1,2.0,2.0,37,0,0,99209,98222,3490,2332,0,35-37,13,0,462851.0,15303.0
440000,2,1.0,2.0,36,-2,-2,0,0,0,0,0,35-37,13,-12,0.0,162000.0
50000,2,3.0,1.0,40,0,0,49941,51213,2400,1206,0,38-40,10,0,154301.0,7606.0
20000,2,1.0,2.0,25,0,0,11968,14564,2800,0,1,23-25,19,2,98447.0,11500.0
200000,2,1.0,2.0,27,-1,-1,871,665,665,960,0,26-27,11,-3,18236.0,12927.0
110000,2,2.0,2.0,26,-2,-2,432,3220,3220,5904,0,25-26,6,-12,12860.0,12124.0
500000,2,2.0,1.0,36,-1,-1,10483,23956,23962,0,0,35-37,13,-6,47529.0,37052.0
300000,2,2.0,1.0,27,1,-1,0,5215,5215,0,0,26-27,11,-7,5215.0,5215.0
30000,1,3.0,1.0,55,2,2,9720,10613,1200,1200,1,53-79,18,16,72863.0,8900.0
60000,2,1.0,2.0,27,-1,-1,20847,13801,13809,14583,0,26-27,11,-6,65912.0,47111.0
400000,2,2.0,1.0,38,-1,0,3697,3600,1000,1354,0,37-38,9,-4,21153.0,19153.0
180000,2,2.0,1.0,34,0,0,143301,146333,7000,5000,0,33-34,5,0,827666.0,32000.0
20000,1,1.0,2.0,40,0,0,10934,13738,3000,3100,0,38-40,10,2,79047.0,10600.0
200000,2,3.0,1.0,49,-1,2,52439,51040,0,6000,1,46-49,16,5,333047.0,16286.0
100000,1,1.0,2.0,27,0,0,55734,52557,1631,1286,0,26-27,11,0,194503.0,4871.0
60000,1,2.0,2.0,23,0,0,49507,33282,1970,2000,1,21-23,20,0,171532.0,8013.0
110000,2,2.0,2.0,36,0,0,47819,48947,2200,2500,0,35-37,13,0,303817.0,13500.0
260000,2,3.0,1.0,53,1,-1,0,165,165,526,0,49-53,17,-6,2025.0,2484.0
50000,2,3.0,1.0,46,3,2,48522,50955,3754,1,0,43-46,15,7,213516.0,7372.0
180000,1,2.0,2.0,29,1,-2,-2,-2,0,0,0,28-29,3,-9,-12.0,0.0
110000,1,2.0,2.0,29,1,2,58362,56598,2500,0,1,28-29,3,5,311346.0,10354.0
340000,2,1.0,2.0,27,0,0,172180,180140,21105,5461,0,26-27,11,0,923137.0,90147.0
50000,1,2.0,2.0,24,-1,0,1399,2441,1070,1500,0,23-25,19,-1,31650.0,11019.0
230000,2,2.0,1.0,28,0,0,26361,18826,1710,1100,1,27-28,7,-4,55327.0,11750.0
360000,2,2.0,2.0,32,0,0,93029,94054,10000,7000,0,31-33,2,0,575409.0,57000.0
210000,1,2.0,2.0,43,1,-2,0,0,0,38013,0,41-43,14,-2,160699.0,52013.0
220000,2,2.0,1.0,41,-1,2,650,650,325,0,1,40-41,12,3,3375.0,1925.0
60000,2,2.0,1.0,34,2,2,24898,27976,3800,0,1,33-34,5,10,170082.0,10111.0
340000,1,2.0,1.0,55,-2,-1,50396,44665,44665,8321,0,53-79,18,-10,137566.0,164386.0
150000,1,1.0,1.0,40,2,2,99855,102586,5200,0,0,38-40,10,12,624055.0,25700.0
200000,2,2.0,1.0,37,1,-1,-179,505,1000,0,1,35-37,13,-1,47390.0,51400.0
130000,2,2.0,2.0,40,0,0,9559,12394,3000,0,1,38-40,10,2,66514.0,7200.0
60000,2,1.0,2.0,28,1,2,10540,10232,0,1483,0,27-28,7,3,96266.0,30696.0
400000,2,2.0,1.0,43,1,-2,0,0,0,0,0,41-43,14,-7,79988.0,79988.0
20000,1,1.0,2.0,27,0,0,20571,19089,1323,1600,0,26-27,11,0,116747.0,5503.0
190000,2,1.0,2.0,28,0,0,143464,146943,5795,7408,0,27-28,7,0,912875.0,36836.0
260000,2,1.0,2.0,30,0,0,156882,160246,10000,8000,0,29-30,4,0,953100.0,44000.0
140000,2,2.0,2.0,31,-2,-2,390,0,0,0,0,30-31,1,-12,390.0,0.0
50000,2,2.0,1.0,31,0,0,46512,47716,1974,4406,1,30-31,1,0,234080.0,10607.0
120000,2,1.0,2.0,34,-1,-1,882,6531,6900,5037,0,33-34,5,-5,16986.0,20204.0
240000,2,2.0,2.0,30,-2,-2,92,92,92,92,0,29-30,4,-12,368.0,2159.0
50000,1,2.0,2.0,36,0,0,5916,6172,1212,1200,0,35-37,13,-1,18847.0,3390.0
200000,2,1.0,2.0,29,-1,2,2393,183,0,4872,0,28-29,3,0,76669.0,31055.0
180000,1,1.0,1.0,39,0,0,274731,281713,11000,145000,0,38-40,10,-2,920802.0,284903.0
180000,2,1.0,2.0,26,0,0,145403,138232,5440,5051,0,25-26,6,0,734847.0,26710.0
160000,2,1.0,2.0,29,-1,-1,3097,-707,0,0,0,28-29,3,-5,9832.0,24500.0
100000,2,2.0,2.0,26,-1,-1,1370,4192,4210,4159,0,25-26,6,-3,19223.0,13974.0
50000,2,2.0,2.0,29,0,0,47081,49316,3000,2000,1,28-29,3,0,273459.0,13000.0
140000,2,2.0,2.0,31,0,0,138119,137950,6600,6500,0,30-31,1,0,839924.0,34500.0
30000,2,2.0,2.0,26,0,0,17893,19012,1411,1522,1,25-26,6,0,117890.0,6064.0
90000,1,1.0,2.0,26,0,0,39128,20473,1541,4200,0,25-26,6,-2,86582.0,31842.0
200000,1,1.0,1.0,36,1,-2,-14386,-13543,10118,47015,0,35-37,13,-6,-26795.0,171133.0
380000,1,1.0,2.0,30,1,-2,0,0,0,0,1,29-30,4,-9,0.0,0.0
80000,2,2.0,2.0,43,0,0,77057,78102,3177,2600,0,41-43,14,0,303152.0,12045.0
50000,1,3.0,1.0,58,2,2,15899,18720,3400,0,0,53-79,18,8,109216.0,6673.0
180000,1,2.0,1.0,45,-1,0,27679,28422,1481,2000,1,43-46,15,-1,177278.0,8781.0
240000,2,2.0,2.0,26,0,0,141315,128940,6349,5834,0,25-26,6,0,724940.0,27398.0
380000,1,2.0,2.0,34,0,0,194314,179206,9010,35000,0,33-34,5,0,1082561.0,64410.0
110000,2,,2.0,24,0,0,83755,77431,3000,2900,0,23-25,19,0,487656.0,19300.0
260000,1,1.0,1.0,34,-1,-1,49657,291,291,51058,0,33-34,5,-6,137687.0,121666.0
500000,2,2.0,2.0,23,4,3,507726,509229,10000,0,1,21-23,20,9,2926653.0,75500.0
320000,2,2.0,2.0,30,0,0,71305,71151,2589,2568,0,29-30,4,0,436318.0,15669.0
50000,1,2.0,2.0,32,4,3,45734,44741,0,0,0,31-33,2,9,248859.0,5485.0
110000,1,1.0,1.0,40,1,-2,0,0,0,2066,1,38-40,10,-4,4498.0,2564.0
230000,2,1.0,2.0,35,-2,-2,761,300,300,399,0,34-35,8,-12,3314.0,3073.0
330000,2,2.0,1.0,56,1,-1,-9,1520,1529,1507,0,53-79,18,-5,15640.0,16061.0
50000,2,2.0,1.0,61,0,0,47166,49396,3000,2237,0,53-79,18,0,218302.0,10251.0
10000,1,2.0,2.0,24,-1,2,2887,1923,0,1500,0,23-25,19,5,14752.0,1650.0
300000,1,1.0,1.0,40,1,-2,0,0,0,0,0,38-40,10,-9,0.0,0.0
20000,2,2.0,1.0,32,3,2,20631,20010,0,1168,1,31-33,2,5,93331.0,3190.0
180000,1,2.0,1.0,36,2,2,83538,0,0,0,1,35-37,13,-4,83538.0,0.0
160000,1,1.0,2.0,30,-1,-1,99,2977,2977,15086,0,29-30,4,-6,61480.0,119926.0
90000,2,1.0,2.0,34,0,0,34302,35089,1640,9000,0,33-34,5,6,253776.0,20640.0
30000,1,3.0,,54,0,0,22987,22298,2500,2000,0,53-79,18,0,141140.0,12000.0
180000,1,1.0,1.0,46,0,0,173267,174590,8100,5299,0,43-46,15,0,836186.0,189463.0
30000,1,3.0,1.0,58,0,0,19143,20168,1640,1700,0,53-79,18,0,126272.0,8016.0
30000,1,2.0,1.0,43,1,2,20518,19901,0,1342,0,41-43,14,5,132258.0,7488.0
140000,2,1.0,2.0,28,-1,0,10833,14446,14000,3855,0,27-28,7,-4,45024.0,35946.0
210000,1,1.0,2.0,30,0,0,69937,71906,3500,3000,0,29-30,4,0,327465.0,25500.0
50000,1,2.0,2.0,31,0,0,20526,15129,2000,3000,1,30-31,1,0,83951.0,16327.0
130000,2,2.0,2.0,29,0,0,89055,90780,4200,2575,0,28-29,3,0,472379.0,20500.0
50000,2,2.0,1.0,37,2,2,1894,3200,1500,400,1,35-37,13,6,16397.0,3500.0
140000,1,3.0,1.0,36,0,0,100594,78372,3000,30000,0,35-37,13,0,538393.0,47700.0
170000,2,2.0,2.0,28,-1,0,2948,3848,1105,1903,1,27-28,7,1,29372.0,3899.0
80000,1,2.0,2.0,25,0,0,22619,31429,10010,1209,0,23-25,19,-2,107251.0,18103.0
410000,2,,1.0,42,0,0,338106,342904,15000,14000,0,41-43,14,0,1741454.0,63800.0
80000,2,1.0,2.0,29,1,-1,0,80000,80000,0,0,28-29,3,-7,80000.0,80000.0
80000,1,3.0,1.0,73,-1,0,63144,65631,3500,4330,1,53-79,18,5,416184.0,23430.0
150000,1,2.0,1.0,43,0,0,153249,154049,7900,6500,0,41-43,14,0,944099.0,36834.0
260000,1,1.0,1.0,30,-1,-1,1131,291,291,582,1,29-30,4,-4,2586.0,131815.0
350000,1,1.0,1.0,38,1,-2,0,0,0,0,0,37-38,9,-9,0.0,0.0
280000,2,2.0,1.0,39,1,-1,-1312,35918,38621,2000,1,38-40,10,0,174954.0,48684.0
310000,1,2.0,1.0,44,0,0,103797,91989,4400,4013,0,43-46,15,0,503434.0,20078.0
140000,2,2.0,2.0,29,0,0,20110,17102,3000,3000,0,28-29,3,0,118369.0,16500.0
360000,1,1.0,1.0,51,-1,-1,38000,25000,25000,0,0,49-53,17,-9,63000.0,25000.0
140000,2,1.0,2.0,27,0,0,142428,144105,10000,10000,0,26-27,11,0,858345.0,43600.0
100000,1,1.0,2.0,38,0,0,40810,42653,2502,1200,0,37-38,9,0,240783.0,5141.0
50000,2,2.0,2.0,22,-2,-2,0,0,0,0,0,21-23,20,-12,1480.0,1480.0
210000,2,2.0,1.0,30,0,0,104701,106134,4002,5000,0,29-30,4,0,567259.0,23202.0
120000,2,2.0,2.0,25,2,2,120298,120822,4007,0,0,23-25,19,12,703798.0,21679.0
240000,1,1.0,2.0,29,0,0,156362,132280,5233,3289,0,28-29,3,-1,666907.0,204634.0
60000,2,3.0,,42,0,0,41322,29091,1488,1394,0,41-43,14,0,185007.0,9885.0
150000,1,1.0,2.0,41,-1,-1,1464,2084,2091,384,1,40-41,12,-3,7098.0,5291.0
30000,1,2.0,1.0,48,0,0,27879,28870,1774,1710,0,46-49,16,0,161543.0,8942.0
160000,2,1.0,2.0,29,2,2,160432,163916,7500,0,1,28-29,3,12,974815.0,30512.0
200000,1,1.0,1.0,52,-2,-2,3858,2690,2690,3487,0,49-53,17,-12,92108.0,92473.0
120000,2,2.0,1.0,25,0,0,26476,21393,6000,0,0,23-25,19,-6,47869.0,6000.0
500000,1,1.0,1.0,37,1,2,507062,491956,325,15296,0,35-37,13,3,2466458.0,64709.0
320000,2,1.0,2.0,27,0,0,55607,62893,11404,8232,0,26-27,11,0,365115.0,67601.0
280000,1,1.0,2.0,31,0,0,168382,175646,10000,8000,0,30-31,1,0,1043732.0,42823.0
60000,2,1.0,2.0,23,1,2,29332,28577,0,2709,1,21-23,20,11,185629.0,8209.0
200000,2,1.0,1.0,38,-1,-1,190,0,0,0,0,37-38,9,-8,257.0,517.0
230000,2,1.0,1.0,32,1,-2,0,0,0,2809,0,31-33,2,-5,11600.0,11611.0
230000,2,2.0,2.0,27,1,2,13668,12647,0,1064,1,26-27,11,3,64332.0,7441.0
480000,2,3.0,1.0,41,-2,-2,14867,26665,26734,199982,0,40-41,12,-12,292489.0,279713.0
50000,2,3.0,1.0,35,-1,-1,22500,5000,5000,0,0,34-35,8,-9,27500.0,5640.0
200000,2,1.0,2.0,31,-2,-2,7184,14845,17507,1102,0,30-31,1,-12,23286.0,19872.0
50000,2,1.0,2.0,30,0,0,14811,16262,2000,1600,0,29-30,4,2,104694.0,7800.0
50000,1,2.0,1.0,48,0,0,44338,43048,3629,3332,0,46-49,16,0,180417.0,15461.0
260000,2,1.0,2.0,36,1,-2,0,0,0,0,1,35-37,13,-9,0.0,0.0
30000,1,1.0,2.0,24,2,0,25265,26354,1500,1800,0,23-25,19,4,166661.0,8607.0
440000,2,1.0,2.0,29,0,0,169661,167199,8071,9021,0,28-29,3,0,962256.0,42156.0
230000,2,2.0,2.0,38,-1,-1,10237,2795,2795,1350,0,37-38,9,-6,17733.0,9709.0
200000,1,2.0,1.0,38,2,2,104978,105924,4500,0,1,37-38,9,6,613953.0,20500.0
490000,2,2.0,1.0,30,0,0,192586,197967,10000,7143,0,29-30,4,0,1185021.0,43181.0
80000,2,2.0,1.0,32,-1,-1,11262,0,0,0,0,31-33,2,-10,11262.0,0.0
20000,2,3.0,2.0,49,2,2,9551,12081,3000,1500,1,46-49,16,8,79043.0,10123.0
170000,2,1.0,2.0,31,-1,-1,199,199,199,199,1,30-31,1,-5,1393.0,1393.0
70000,1,1.0,2.0,27,0,0,70119,68536,3600,1646,0,26-27,11,0,293401.0,36641.0
210000,2,2.0,2.0,33,0,0,212601,177946,6000,4500,0,31-33,2,0,762633.0,24500.0
90000,2,2.0,2.0,25,0,0,91894,71732,3200,3300,0,23-25,19,0,465009.0,18601.0
390000,2,1.0,2.0,27,0,0,304867,299998,13007,10612,1,26-27,11,0,1772871.0,62172.0
110000,2,1.0,2.0,29,0,0,48123,49537,2500,2500,0,28-29,3,0,304292.0,13557.0
580000,2,1.0,1.0,36,0,0,159760,162189,6422,6565,0,35-37,13,0,994160.0,36784.0
360000,1,3.0,1.0,55,0,0,9210,8485,6015,17454,0,53-79,18,-5,36696.0,25244.0
270000,2,2.0,1.0,32,1,2,234752,233036,10000,8000,1,31-33,2,11,1359821.0,42000.0
60000,2,1.0,2.0,27,-1,-1,14072,0,0,0,0,26-27,11,-4,14672.0,650.0
110000,1,3.0,1.0,37,0,0,61807,62499,2300,2200,0,35-37,13,0,367490.0,13600.0
50000,2,1.0,1.0,25,0,0,51044,50231,2500,3008,0,23-25,19,0,235192.0,8773.0
80000,2,1.0,2.0,23,0,0,77024,73281,3212,1600,1,21-23,20,0,339098.0,49268.0
50000,1,2.0,2.0,23,-1,-1,350,350,350,400,0,21-23,20,-4,28024.0,16630.0
100000,1,1.0,2.0,32,0,0,83831,85586,4000,4037,0,31-33,2,4,531060.0,21237.0
30000,2,1.0,2.0,26,1,-2,0,0,0,945,0,25-26,6,-5,4137.0,4137.0
200000,2,1.0,2.0,27,0,0,122923,124653,5704,5930,0,26-27,11,0,730818.0,34070.0
240000,1,1.0,2.0,44,0,0,246135,231443,12026,9010,1,43-46,15,0,1306045.0,51436.0
220000,1,2.0,2.0,34,0,0,37304,33304,1600,1500,0,33-34,5,0,160668.0,6300.0
160000,2,1.0,2.0,28,0,0,146433,107604,4500,4400,0,27-28,7,0,601165.0,19300.0
180000,2,1.0,1.0,53,-1,-1,46122,1260,1260,29366,0,49-53,17,-4,83747.0,32279.0
200000,1,,1.0,42,0,0,38564,38246,5000,1485,0,41-43,14,0,170347.0,12043.0
140000,2,3.0,1.0,30,0,0,96304,98007,4505,12906,0,29-30,4,2,461266.0,27121.0
380000,1,1.0,1.0,51,1,-2,0,0,0,0,1,49-53,17,-9,0.0,0.0
600000,1,1.0,1.0,53,2,2,467150,458862,0,18000,1,49-53,17,4,2718542.0,91000.0
260000,1,2.0,2.0,37,0,0,255691,262736,14000,5022,0,35-37,13,-1,935929.0,168022.0
200000,2,1.0,2.0,26,0,0,156786,179,179,1443,0,25-26,6,-8,162165.0,7394.0
80000,1,2.0,2.0,42,0,0,78129,28202,2500,51432,0,41-43,14,0,331586.0,61032.0
40000,1,2.0,2.0,39,0,0,40034,36549,2027,1207,0,38-40,10,-1,124960.0,14049.0
130000,1,3.0,2.0,39,1,2,71034,69329,0,6000,0,38-40,10,11,439958.0,18000.0
50000,1,1.0,2.0,32,-1,0,23974,24131,1800,1900,0,31-33,2,-3,99206.0,5000.0
230000,2,2.0,1.0,41,-1,-1,819,18163,18163,5654,0,40-41,12,-6,48732.0,59373.0
70000,1,2.0,1.0,48,0,0,50927,39883,2100,1217,1,46-49,16,-1,156587.0,14807.0
180000,2,2.0,1.0,38,0,0,152510,151651,5657,10372,0,37-38,9,0,838496.0,36029.0
80000,2,2.0,1.0,36,-1,-1,1689,8638,8638,5723,0,35-37,13,-6,28137.0,28667.0
290000,2,2.0,2.0,26,0,0,20807,99860,80000,3000,0,25-26,6,-2,248603.0,115536.0
230000,2,1.0,2.0,28,0,0,30141,131255,120093,8034,0,27-28,7,0,564897.0,144032.0
170000,2,3.0,,56,1,-2,0,0,0,1991,0,53-79,18,-6,2141.0,2755.0
230000,1,1.0,1.0,59,-1,0,208459,206331,7536,7277,1,53-79,18,-1,1210604.0,42822.0
220000,1,1.0,2.0,38,0,0,212795,211043,8909,7500,1,37-38,9,0,1188181.0,45147.0
230000,1,2.0,2.0,32,0,0,28114,28006,1610,1224,0,31-33,2,0,142857.0,5236.0
500000,1,2.0,1.0,38,0,0,59372,49677,10026,7241,0,37-38,9,-1,300881.0,99568.0
90000,2,1.0,1.0,41,-1,-1,6160,3274,3276,6246,0,40-41,12,-6,19471.0,14731.0
390000,2,3.0,2.0,35,0,0,355215,363325,13802,16525,1,34-35,8,0,1864430.0,67884.0
400000,2,2.0,2.0,41,0,0,366193,372700,14020,13595,0,40-41,12,0,1618141.0,51938.0
180000,1,2.0,1.0,34,-1,-1,2927,2790,2790,1140,0,33-34,5,-6,11563.0,11076.0
60000,1,3.0,1.0,38,1,2,29295,30321,1800,1500,0,37-38,9,7,192042.0,9500.0
120000,2,2.0,1.0,32,-1,-1,4158,2682,2682,0,0,31-33,2,-6,19210.0,20172.0
60000,2,2.0,2.0,29,0,0,27199,28358,1900,1400,0,28-29,3,0,167658.0,6820.0
50000,1,1.0,2.0,44,0,0,50893,28527,1800,1500,0,43-46,15,0,195918.0,7869.0
70000,2,2.0,1.0,37,0,0,66759,68200,2518,5950,0,35-37,13,2,380598.0,14935.0
500000,2,1.0,1.0,38,-1,2,600,300,0,501,0,37-38,9,-2,2751.0,2301.0
200000,1,1.0,2.0,31,-2,-2,0,0,0,0,0,30-31,1,-12,0.0,0.0
250000,2,2.0,1.0,40,0,0,44930,137101,120041,4435,0,38-40,10,1,274820.0,193164.0
140000,1,2.0,2.0,26,0,0,131367,146193,17000,0,1,25-26,6,8,832487.0,39650.0
70000,2,2.0,2.0,28,0,0,41264,41799,2112,1200,0,27-28,7,1,169724.0,10806.0
90000,1,3.0,1.0,48,1,2,77604,73317,1700,4000,0,46-49,16,11,411870.0,14486.0
100000,2,2.0,1.0,43,-1,-1,2491,1709,1709,574,0,41-43,14,-6,10198.0,9818.0
190000,1,2.0,1.0,31,0,0,177554,180633,7600,6303,0,30-31,1,0,894199.0,29086.0
230000,2,1.0,1.0,42,-1,-1,6865,15111,15111,13165,0,41-43,14,-6,52633.0,45768.0
320000,1,2.0,1.0,39,0,0,93768,91523,3317,3506,0,38-40,10,0,556223.0,23059.0
220000,2,2.0,1.0,36,-1,-1,396,1648,1648,792,1,35-37,13,-5,4024.0,4024.0
260000,2,1.0,1.0,34,-1,-1,16426,6088,6277,4663,0,33-34,5,-6,37990.0,29865.0
90000,2,2.0,2.0,32,-2,-2,573,0,157,0,0,31-33,2,-12,573.0,157.0
30000,2,2.0,1.0,43,2,2,28703,26622,1300,2,0,41-43,14,10,144207.0,4610.0
260000,1,2.0,2.0,30,0,0,98560,100980,4000,11900,0,29-30,4,2,668040.0,22116.0
170000,2,2.0,2.0,28,0,0,28304,17616,4000,308,0,27-28,7,-6,46228.0,4308.0
80000,2,1.0,1.0,28,0,0,8574,9434,1203,1047,1,27-28,7,0,58976.0,3476.0
50000,1,1.0,1.0,41,-1,-1,508,672,1000,390,0,40-41,12,-6,2336.0,4250.0
200000,2,3.0,2.0,47,0,0,203183,202961,7521,7000,0,46-49,16,0,1196650.0,43749.0
20000,1,2.0,2.0,23,0,0,16440,20417,7403,0,0,21-23,20,2,123892.0,10465.0
250000,2,1.0,1.0,49,-1,-1,66,0,0,0,0,46-49,16,-7,1819.0,1771.0
20000,1,1.0,1.0,38,0,0,15912,17272,1623,3916,0,37-38,9,4,114642.0,7939.0
30000,2,2.0,1.0,38,0,0,20344,21705,2000,1500,0,37-38,9,4,138451.0,8200.0
90000,2,2.0,1.0,35,1,2,23132,22474,0,6000,0,34-35,8,11,162740.0,12500.0
230000,2,,2.0,46,0,0,221590,227397,10000,9000,0,43-46,15,0,1249171.0,49500.0
130000,2,1.0,1.0,33,0,0,19161,20544,2000,3000,1,31-33,2,0,107017.0,5000.0
30000,1,,1.0,53,-2,-2,0,0,0,0,0,49-53,17,-12,0.0,0.0
160000,1,1.0,2.0,35,-1,-1,396,396,396,396,0,34-35,8,-6,3200.0,2805.0
500000,2,2.0,2.0,43,-1,-1,3959,0,0,285138,0,41-43,14,-4,761573.0,819093.0
180000,2,2.0,2.0,28,0,0,42238,38741,2500,2000,0,27-28,7,2,226042.0,10128.0
80000,2,2.0,1.0,30,0,0,21507,13207,1700,1400,0,29-30,4,2,75825.0,4800.0
120000,1,1.0,2.0,26,-1,-1,884,0,0,0,0,25-26,6,-8,11330.0,10446.0
130000,1,2.0,1.0,31,-1,-1,1261,1261,1261,1261,0,30-31,1,-3,6514.0,5643.0
120000,2,2.0,2.0,35,-1,-1,240,240,240,240,1,34-35,8,-6,1440.0,1440.0
360000,1,1.0,2.0,28,-1,-1,20223,52962,53228,3997,0,27-28,7,-6,132271.0,116088.0
50000,1,2.0,2.0,23,2,2,29509,30741,2000,1500,1,21-23,20,12,189259.0,8800.0
20000,2,2.0,2.0,23,0,0,18355,20259,2900,10,0,21-23,20,2,103607.0,4938.0
100000,1,3.0,1.0,56,0,0,94265,53376,2385,88678,0,53-79,18,-1,472054.0,99730.0
70000,1,3.0,1.0,32,0,0,68739,67629,3060,3300,0,31-33,2,0,415116.0,19970.0
50000,1,2.0,1.0,47,0,0,13917,16695,3000,5000,0,46-49,16,0,108988.0,11797.0
10000,2,2.0,2.0,22,1,2,10250,8558,0,2126,0,21-23,20,3,59270.0,4607.0
290000,2,1.0,1.0,34,0,0,93844,97708,6000,7000,0,33-34,5,0,624930.0,39000.0
30000,2,1.0,1.0,31,0,0,16496,17522,1597,1606,0,30-31,1,0,110402.0,7645.0
410000,2,2.0,2.0,27,1,-1,-58,32991,33049,16000,0,26-27,11,0,237536.0,96874.0
360000,1,1.0,2.0,28,-1,-1,1210,820,390,75720,1,27-28,7,-4,424799.0,454830.0
140000,2,2.0,1.0,42,0,0,111496,112133,6022,3021,1,41-43,14,0,501478.0,27167.0
210000,2,1.0,2.0,32,0,0,67374,69489,3200,3200,0,31-33,2,0,427893.0,17600.0
220000,2,2.0,2.0,27,-1,-1,1692,13250,13250,433,0,26-27,11,-6,20097.0,171909.0
20000,1,2.0,2.0,27,1,2,18649,18066,0,1594,0,26-27,11,5,116201.0,4500.0
620000,2,2.0,1.0,45,2,2,160837,156839,0,6200,1,43-46,15,4,979950.0,30700.0
360000,1,1.0,2.0,26,1,-2,-8,-8,0,0,0,25-26,6,-7,4245.0,4298.0
20000,2,2.0,2.0,21,-1,-1,18763,14410,14410,0,0,21-23,20,0,52614.0,36511.0
50000,1,2.0,2.0,23,0,0,34549,18552,2836,1200,0,21-23,20,0,129497.0,28536.0
50000,1,2.0,,30,0,0,97538,49187,2454,1588,0,29-30,4,0,218334.0,6935.0
10000,1,2.0,2.0,46,0,0,4073,6394,2400,0,1,43-46,15,6,36955.0,3766.0
100000,2,3.0,1.0,50,2,0,53849,55030,2050,7500,1,49-53,17,10,356645.0,17050.0
50000,1,1.0,2.0,26,-2,-2,2411,3059,3068,2440,0,25-26,6,-12,11223.0,9519.0
60000,1,2.0,2.0,25,-1,-1,480,1675,1675,2500,0,23-25,19,-4,17388.0,14013.0
440000,2,1.0,2.0,35,0,0,330759,337794,13100,11000,0,34-35,8,0,1590980.0,55700.0
120000,1,2.0,1.0,44,0,0,92007,87939,5417,2847,0,43-46,15,0,421362.0,14449.0
50000,2,1.0,2.0,52,0,0,3257,4166,1000,0,0,49-53,17,-4,7741.0,1318.0
110000,2,2.0,1.0,40,1,2,92638,90905,600,7300,0,38-40,10,11,576533.0,23100.0
200000,2,1.0,2.0,38,-1,-1,399,0,0,0,0,37-38,9,-8,887.0,805.0
150000,2,1.0,2.0,28,1,-2,0,0,0,0,0,27-28,7,-8,318.0,318.0
30000,2,2.0,1.0,36,2,3,28778,28039,0,1000,1,35-37,13,9,169630.0,4700.0
